pfamacc	goterm	obsolete	consider	replaced	alt_id	go.name	go.namespace
452	PF00287	GO:0006814				GO:0006834;GO:0016974;	sodium ion transport	biological_process
453	PF00287	GO:0005890					sodium:potassium-exchanging ATPase complex	cellular_component
454	PF00288	GO:0005524					ATP binding	molecular_function
455	PF00290	GO:0004834					tryptophan synthase activity	molecular_function
456	PF00290	GO:0006568					tryptophan metabolic process	biological_process
457	PF00292	GO:0003677					DNA binding	molecular_function
458	PF00292	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
459	PF00293	GO:0016787					hydrolase activity	molecular_function
460	PF00295	GO:0004650					polygalacturonase activity	molecular_function
461	PF00295	GO:0005975					carbohydrate metabolic process	biological_process
462	PF00296	GO:0016705					oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	molecular_function
463	PF00296	GO:0055114					oxidation-reduction process	biological_process
464	PF00297	GO:0003735				GO:0003736;GO:0003737;GO:0003738;GO:0003739;GO:0003740;GO:0003741;GO:0003742;	structural constituent of ribosome	molecular_function
465	PF00297	GO:0006412				GO:0006416;GO:0006453;GO:0043037;	translation	biological_process
466	PF00297	GO:0005622					intracellular	cellular_component
467	PF00297	GO:0005840				GO:0033279;	ribosome	cellular_component
468	PF00298	GO:0003735				GO:0003736;GO:0003737;GO:0003738;GO:0003739;GO:0003740;GO:0003741;GO:0003742;	structural constituent of ribosome	molecular_function
469	PF00298	GO:0006412				GO:0006416;GO:0006453;GO:0043037;	translation	biological_process
470	PF00298	GO:0005840				GO:0033279;	ribosome	cellular_component
472	PF00301	GO:0005506					iron ion binding	molecular_function
473	PF00302	GO:0008811					chloramphenicol O-acetyltransferase activity	molecular_function
474	PF00303	GO:0004799					thymidylate synthase activity	molecular_function
475	PF00303	GO:0006231					dTMP biosynthetic process	biological_process
476	PF00305	GO:0016702					oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	molecular_function
477	PF00305	GO:0046872					metal ion binding	molecular_function
478	PF00305	GO:0055114					oxidation-reduction process	biological_process
479	PF00306	GO:0016820					hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function
480	PF00306	GO:0015991					ATP hydrolysis coupled proton transport	biological_process
481	PF00306	GO:0033178					proton-transporting two-sector ATPase complex, catalytic domain	cellular_component
482	PF00307	GO:0005515				GO:0045308;	protein binding	molecular_function
483	PF00309	GO:0003677					DNA binding	molecular_function
484	PF00309	GO:0003700				GO:0000130;	transcription factor activity, sequence-specific DNA binding	molecular_function
485	PF00309	GO:0003899				GO:0000129;	DNA-directed RNA polymerase activity	molecular_function
486	PF00309	GO:0016987					sigma factor activity	molecular_function
487	PF00309	GO:0006352					DNA-templated transcription, initiation	biological_process
488	PF00309	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
489	PF00311	GO:0008964					phosphoenolpyruvate carboxylase activity	molecular_function
490	PF00311	GO:0006099					tricarboxylic acid cycle	biological_process
491	PF00311	GO:0015977					carbon fixation	biological_process
492	PF00312	GO:0003735				GO:0003736;GO:0003737;GO:0003738;GO:0003739;GO:0003740;GO:0003741;GO:0003742;	structural constituent of ribosome	molecular_function
493	PF00312	GO:0006412				GO:0006416;GO:0006453;GO:0043037;	translation	biological_process
494	PF00312	GO:0005622					intracellular	cellular_component
495	PF00312	GO:0005840				GO:0033279;	ribosome	cellular_component
496	PF00313	GO:0003677					DNA binding	molecular_function
497	PF00313	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
498	PF00316	GO:0042132					fructose 1,6-bisphosphate 1-phosphatase activity	molecular_function
499	PF00316	GO:0042578					phosphoric ester hydrolase activity	molecular_function
500	PF00316	GO:0005975					carbohydrate metabolic process	biological_process
501	PF00317	GO:0004748				GO:0016959;GO:0016960;GO:0016961;	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	molecular_function
502	PF00317	GO:0005524					ATP binding	molecular_function
503	PF00317	GO:0006260				GO:0055133;	DNA replication	biological_process
504	PF00317	GO:0055114					oxidation-reduction process	biological_process
505	PF00318	GO:0003735				GO:0003736;GO:0003737;GO:0003738;GO:0003739;GO:0003740;GO:0003741;GO:0003742;	structural constituent of ribosome	molecular_function
506	PF00318	GO:0006412				GO:0006416;GO:0006453;GO:0043037;	translation	biological_process
507	PF00318	GO:0005622					intracellular	cellular_component
508	PF00318	GO:0005840				GO:0033279;	ribosome	cellular_component
509	PF00319	GO:0003677					DNA binding	molecular_function
510	PF00319	GO:0046983					protein dimerization activity	molecular_function
511	PF00320	GO:0003700				GO:0000130;	transcription factor activity, sequence-specific DNA binding	molecular_function
512	PF00320	GO:0008270					zinc ion binding	molecular_function
513	PF00320	GO:0043565					sequence-specific DNA binding	molecular_function
514	PF00320	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
520	PF00324	GO:0006810				GO:0015457;GO:0015460;	transport	biological_process
521	PF00324	GO:0055085					transmembrane transport	biological_process
522	PF00324	GO:0016020					membrane	cellular_component
523	PF00325	GO:0003677					DNA binding	molecular_function
524	PF00325	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
525	PF00326	GO:0008236					serine-type peptidase activity	molecular_function
526	PF00326	GO:0006508					proteolysis	biological_process
527	PF00328	GO:0003993					acid phosphatase activity	molecular_function
528	PF00329	GO:0008137					NADH dehydrogenase (ubiquinone) activity	molecular_function
529	PF00329	GO:0055114					oxidation-reduction process	biological_process
530	PF00330	GO:0008152					metabolic process	biological_process
531	PF00331	GO:0004553				GO:0016800;	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function
532	PF00331	GO:0005975					carbohydrate metabolic process	biological_process
533	PF00332	GO:0004553				GO:0016800;	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function
534	PF00332	GO:0005975					carbohydrate metabolic process	biological_process
535	PF00333	GO:0003723					RNA binding	molecular_function
536	PF00333	GO:0003735				GO:0003736;GO:0003737;GO:0003738;GO:0003739;GO:0003740;GO:0003741;GO:0003742;	structural constituent of ribosome	molecular_function
537	PF00333	GO:0006412				GO:0006416;GO:0006453;GO:0043037;	translation	biological_process
538	PF00333	GO:0005840				GO:0033279;	ribosome	cellular_component
539	PF00334	GO:0004550					nucleoside diphosphate kinase activity	molecular_function
540	PF00334	GO:0006165					nucleoside diphosphate phosphorylation	biological_process
541	PF00334	GO:0006183					GTP biosynthetic process	biological_process
542	PF00334	GO:0006228					UTP biosynthetic process	biological_process
543	PF00334	GO:0006241					CTP biosynthetic process	biological_process
544	PF00335	GO:0016021					integral component of membrane	cellular_component
546	PF00337	GO:0030246				GO:0005529;	carbohydrate binding	molecular_function
548	PF00341	GO:0008083					growth factor activity	molecular_function
549	PF00341	GO:0016020					membrane	cellular_component
550	PF00342	GO:0004347					glucose-6-phosphate isomerase activity	molecular_function
551	PF00342	GO:0006094					gluconeogenesis	biological_process
552	PF00342	GO:0006096				GO:0019641;GO:0019642;	glycolytic process	biological_process
553	PF00343	GO:0008184					glycogen phosphorylase activity	molecular_function
554	PF00343	GO:0005975					carbohydrate metabolic process	biological_process
555	PF00344	GO:0015031				GO:0015831;	protein transport	biological_process
556	PF00344	GO:0016020					membrane	cellular_component
557	PF00345	GO:0071555				GO:0007047;GO:0044234;	cell wall organization	biological_process
558	PF00345	GO:0030288					outer membrane-bounded periplasmic space	cellular_component
559	PF00346	GO:0016651					oxidoreductase activity, acting on NAD(P)H	molecular_function
560	PF00346	GO:0048038					quinone binding	molecular_function
561	PF00346	GO:0051287				GO:0051288;	NAD binding	molecular_function
562	PF00346	GO:0055114					oxidation-reduction process	biological_process
563	PF00347	GO:0003735				GO:0003736;GO:0003737;GO:0003738;GO:0003739;GO:0003740;GO:0003741;GO:0003742;	structural constituent of ribosome	molecular_function
564	PF00347	GO:0019843					rRNA binding	molecular_function
565	PF00347	GO:0006412				GO:0006416;GO:0006453;GO:0043037;	translation	biological_process
566	PF00347	GO:0005840				GO:0033279;	ribosome	cellular_component
567	PF00348	GO:0008299				GO:0009241;	isoprenoid biosynthetic process	biological_process
568	PF00349	GO:0005524					ATP binding	molecular_function
569	PF00349	GO:0016773					phosphotransferase activity, alcohol group as acceptor	molecular_function
570	PF00349	GO:0005975					carbohydrate metabolic process	biological_process
571	PF00351	GO:0016714					oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen	molecular_function
572	PF00351	GO:0055114					oxidation-reduction process	biological_process
573	PF00352	GO:0003677					DNA binding	molecular_function
574	PF00352	GO:0006352					DNA-templated transcription, initiation	biological_process
575	PF00353	GO:0005509					calcium ion binding	molecular_function
576	PF00355	GO:0016491					oxidoreductase activity	molecular_function
577	PF00355	GO:0051537					2 iron, 2 sulfur cluster binding	molecular_function
578	PF00355	GO:0055114					oxidation-reduction process	biological_process
579	PF00356	GO:0003700				GO:0000130;	transcription factor activity, sequence-specific DNA binding	molecular_function
580	PF00356	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
581	PF00358	GO:0009401					phosphoenolpyruvate-dependent sugar phosphotransferase system	biological_process
582	PF00360	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
583	PF00360	GO:0009584					detection of visible light	biological_process
584	PF00360	GO:0018298					protein-chromophore linkage	biological_process
588	PF00365	GO:0003872					6-phosphofructokinase activity	molecular_function
589	PF00365	GO:0006096				GO:0019641;GO:0019642;	glycolytic process	biological_process
590	PF00366	GO:0003735				GO:0003736;GO:0003737;GO:0003738;GO:0003739;GO:0003740;GO:0003741;GO:0003742;	structural constituent of ribosome	molecular_function
591	PF00366	GO:0006412				GO:0006416;GO:0006453;GO:0043037;	translation	biological_process
592	PF00366	GO:0005622					intracellular	cellular_component
593	PF00366	GO:0005840				GO:0033279;	ribosome	cellular_component
594	PF00367	GO:0008982				GO:0015455;GO:0015456;	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	molecular_function
595	PF00368	GO:0004420					hydroxymethylglutaryl-CoA reductase (NADPH) activity	molecular_function
596	PF00368	GO:0050662					coenzyme binding	molecular_function
597	PF00368	GO:0015936				GO:0006763;	coenzyme A metabolic process	biological_process
598	PF00368	GO:0055114					oxidation-reduction process	biological_process
599	PF00370	GO:0016773					phosphotransferase activity, alcohol group as acceptor	molecular_function
600	PF00370	GO:0005975					carbohydrate metabolic process	biological_process
601	PF00374	GO:0016151					nickel cation binding	molecular_function
602	PF00375	GO:0017153					sodium:dicarboxylate symporter activity	molecular_function
603	PF00375	GO:0006835				GO:0006841;	dicarboxylic acid transport	biological_process
604	PF00375	GO:0016020					membrane	cellular_component
605	PF00376	GO:0003677					DNA binding	molecular_function
606	PF00376	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
609	PF00378	GO:0003824					catalytic activity	molecular_function
610	PF00378	GO:0008152					metabolic process	biological_process
611	PF00379	GO:0042302					structural constituent of cuticle	molecular_function
612	PF00380	GO:0003735				GO:0003736;GO:0003737;GO:0003738;GO:0003739;GO:0003740;GO:0003741;GO:0003742;	structural constituent of ribosome	molecular_function
